"","PNLIP","CELA3A","CLPS","MT.CO1","CELA3B","REG1A","MT.ATP8","MT.ATP6","MT.ND4","MT.CO2","MT.CO3","SYCN","TG","MT.ND3","MT.ND4L","MT.CYB","MT.ND2","MT.ND1","MT.ND6","CLU","CELA2A","B2M","FN1","MT.ND5","CPA1","FTH1","S100A6","CTSB","HSPA1B","EEF1A1","TMSB4X","CD74","RPS27","FTL","GNAS","GPX3","HSPA1A","MT1G","NPC2","TMSB10","TPT1","SFTPB","CALCA","TPO","HLA.B","TIMP1","RPL13","RPL37A","RPL41","INS","SLC34A2","HBA2","RPL10","RPL13A","RPS29","ACTB","APOE","RPL31","RPS24","AL590235.1","SPARC","VIM","TFF3","GP2","RPS18","SERPINA1","HBB","RPL12","RPL39","MT1X","RPS11","HLA.A","RPS6","RPL3","RPL26","RPS19","RPL28","ACTG1","RPL27A","GAPDH","DNAJB1","RPS2","RPS4X","RPS23","RPS4Y1","UBC","DPRX","RPS20","CHI3L1","RPL24","RPL34","RPS3A","S100A4","RPL7A","C3","CALR","HSP90B1","RPL8","HLA.C","ANXA1","Y"
"TCGA-E8-A415-01A-11R-A23N-07",0,0,0,691801.16,0,0,721179.07,645473.24,408505.64,569761.05,402881.61,0,305326.92,262143,186652.11,171754.88,185362.8,111755.56,322736.12,220434.95,0,279017.26,172949.54,100023.92,0,186652.11,129266.49,133825.1,3716.2,234624.45,74760.09,46339.95,162489.97,92040.7,56657.31,64632.75,4268.94,7966.99,84109.6,72213.45,132900.7,8840.04,9.13,11112.3,23492.92,36357.37,72715.74,108699.57,111755.56,0,36357.37,1617,97288.74,85876.94,84694.64,36864.92,10154.69,92040.7,93974.69,0,19214.73,43840.21,9673.69,0,77934.88,29327.18,3794.3,61146.25,62431.08,10808.41,76330.98,23330.64,71219.26,69271.73,84694.64,58655.36,57847.82,50011.46,71219.26,35609.13,1304.15,40621.74,51417.5,68793.23,35.76,16843.62,0,61146.25,5006.93,52135.28,57847.82,57051.4,6516.03,66912.05,5954.47,16611.71,17804.06,58250.19,17558.94,35118.87,1
"TCGA-DJ-A3UX-01A-11R-A22L-07",0,0,0,303217.87,0,0,425853.18,475800.4,239554.43,381149.17,450134.56,0,365622.68,215898.44,144427.91,156954.93,269512.87,155870.75,32315.87,299043.36,0,343510.77,43840.21,31650.8,0,136637.07,61999.83,106462.55,9215.48,294926.33,59887.86,73730.83,200048.85,64632.75,65082.31,90146.51,2915.45,3955.48,53230.77,57448.23,140478.49,7749.1,6337.83,22072.07,69753.56,33922.56,80125.95,109455.64,108699.57,0,12502.12,1936.53,114897.47,93325.55,90146.51,41188.81,11909.94,88905.42,89523.81,0,18689.27,36610.26,8022.41,5.96,71219.26,15824.9,3081.75,64632.75,72213.45,20310.37,88905.42,37639.55,80125.95,79022.82,80125.95,59474.18,53973.86,55877.28,77396.54,32767,2720.15,46986.85,58655.36,70727.3,0,30361.44,1.62,61999.83,7433.4,52863.07,64186.29,63742.91,4239.45,67846.12,12329.98,13399.51,17804.06,66912.05,29124.6,24660.96,1
"TCGA-EL-A3N2-01A-11R-A20F-07",0,0,0,794671.01,0,0,1131651.83,881742.8,614902.29,589853.66,696613.03,0,94628.34,691801.16,479109.86,363097.14,475800.4,244588,187950.38,116501.39,0,360589.03,249727.34,124863.17,7,172949.54,131982.68,299043.36,6471.02,246289.25,148488.36,63742.91,104271.56,51417.5,63742.91,35118.87,5672.41,197.09,90146.51,75803.72,118949.35,27174.14,2.05,599.49,50011.46,40621.74,64186.29,82378.63,74243.68,0,45701.96,251.48,69271.73,67377.47,71714.63,42937.97,4450.27,59063.35,68318.04,0,22692.63,37639.55,50.63,0,64632.75,39785.74,307.69,53973.86,55491.3,3349.13,57448.23,34396.12,57448.23,58250.19,60304.42,45701.96,45072.75,59474.18,56657.31,29531.18,1286.18,34635.37,57847.82,54349.29,7.82,21172.91,0,44761.41,26614.89,48643.87,48643.87,46339.95,4358.66,57448.23,7485.11,8538.88,9344.14,49322.93,26431.04,35856.82,1
"TCGA-ET-A3DO-01A-11R-A19O-07",0,0,0,417089.23,0,0,345900.08,550352.86,363097.14,386469.83,531605.79,0,57051.4,499455.67,286861.53,253213.41,218912.29,154794.07,110983.6,313910.86,0,542775.98,303217.87,87681.42,0,269512.87,198667,133825.1,1963.57,249727.34,171754.88,141455.6,158046.64,113315.62,41188.81,38164.99,2664.15,1015.93,64632.75,119776.72,151608.43,107203.06,57.08,665.29,104996.83,42937.97,87681.42,84694.64,84109.6,0,50011.46,718.08,100719.65,87075.75,81809.59,80125.95,5913.33,83528.61,80683.28,0,21468.49,41188.81,212.78,0,90773.53,32994.92,808,69753.56,77934.88,5041.77,85876.94,68318.04,62865.33,72715.74,66449.85,65990.84,61999.83,78476.96,68793.23,43537.38,1304.15,61999.83,47974.16,66449.85,9.85,34635.37,0,59887.86,4123.49,50011.46,59063.35,57051.4,15075.35,64186.29,51775.15,11664.82,11584.24,57448.23,48307.85,42937.97,1
"TCGA-DE-A4MD-01A-11R-A250-07",0,0,0,172949.54,0,0,757033.75,632189.57,535303.41,606436.73,839981.65,0,58250.19,654483.73,331809.5,492579.5,496005.67,197294.7,19482.97,160252.91,0,215898.44,338781.54,32767,0,104996.83,131071,168220.2,6652.97,440870.9,42054.3,42641.37,353168.2,107203.06,37379.55,45386.27,4736.79,37.05,49322.93,54349.29,175363.84,8598.28,0,198.47,54727.32,17558.94,132900.7,150561.19,138544.47,0,51417.5,3982.99,140478.49,114897.47,131071,27174.14,1963.57,126606.21,113315.62,0,9409.14,20310.37,5.96,0,122293.5,21026.65,4575.41,108699.57,100023.92,6471.02,95286.54,26431.04,116501.39,110983.6,121448.75,84109.6,96616.71,67846.12,107948.72,45386.27,1437.15,86474.27,73221.53,96616.71,52497.92,20593.91,0,77934.88,8840.04,81244.48,74760.09,105727.15,95949.32,104271.56,2384.37,5672.41,7642.41,101420.22,21172.91,21768.19,1
"TCGA-EL-A4K2-01A-11R-A250-07",0,0,0,292889.12,0,0,456418.21,389157.95,275175.93,301123.38,348306.01,0,985160.01,301123.38,156954.93,185362.8,209994.66,151608.43,136637.07,67846.12,0,171754.88,12502.12,66449.85,0,127486.83,32540.65,117311.73,2520.38,177811.84,67846.12,51417.5,84694.64,292889.12,90773.53,84694.64,3614.55,101420.22,25887.07,45072.75,95286.54,1991,0,49322.93,18950.18,11992.79,79022.82,72213.45,97965.44,0,1977.24,2367.9,77934.88,61999.83,59474.18,54349.29,40341.14,53973.86,68793.23,0,29943.43,53973.86,3639.7,0,59887.86,2875.3,1407.55,43537.38,51417.5,57448.23,55877.28,21919.61,58655.36,63742.91,47313.67,43537.38,41475.31,53973.86,51062.33,32994.92,1167.14,40341.14,33224.42,39510.91,0,23820.89,7.34,41188.81,2032.85,50709.61,53973.86,46986.85,2895.31,49666,5995.9,38430.46,38697.77,50359.33,9409.14,8963.45,1
"TCGA-FY-A3TY-01A-11R-A22U-07",0,0,0,479109.86,0,0,589853.66,565825.41,334117.42,414208.18,479109.86,0,146444.06,469249.9,205673.01,204252.32,211455.3,144427.91,165904.25,202841.44,0,215898.44,158046.64,71219.26,25.91,139508.13,87681.42,86474.27,2573.36,239554.43,136637.07,72213.45,205673.01,155870.75,38966.94,75803.72,2915.45,6250.56,44452.21,97965.44,149521.18,61146.25,0.84,6250.56,23492.92,34396.12,73730.83,106462.55,106462.55,0,19892.37,23656.34,107948.72,93325.55,97965.44,61571.56,11035.54,87075.75,100023.92,0,50011.46,46019.85,4239.45,0,88905.42,19482.97,39237.98,70238.75,75280.1,21768.19,87075.75,23169.48,71714.63,65990.84,87075.75,64186.29,57051.4,57448.23,75280.1,34158.52,1457.23,46019.85,55491.3,76861.91,11.21,26800.01,0,66912.05,7911.95,52863.07,66449.85,70727.3,10014.87,63302.6,25179.16,11827.67,14561.8,56657.31,10440.2,17558.94,1
"TCGA-FY-A40M-01A-11R-A23N-07",0,0,35.76,140478.49,0,0,329517.51,341137.96,229795.93,233003.78,182810.84,0,13492.72,305326.92,112532.89,129266.49,149521.18,54349.29,106462.55,69271.73,0,75280.1,8363.13,35856.82,27.05,100023.92,75803.72,12943.04,4066.71,303217.87,42641.37,15285.81,299043.36,71219.26,61999.83,155870.75,3768.09,5366.37,15285.81,83528.61,163620.18,99.43,25708.25,432.53,21919.61,19214.73,198667,204252.32,128373.58,0,356.05,728.11,176583.6,168220.2,95949.32,37639.55,7537.18,144427.91,171754.88,0,21768.19,61571.56,547.75,0,143430.26,6079.61,483.38,104996.83,92680.9,8078.22,168220.2,8363.13,169390.27,124000.67,118127.7,146444.06,71714.63,57051.4,124000.67,35118.87,1427.22,95949.32,79022.82,115696.65,7.51,14262.1,3.06,115696.65,120.1,88291.3,127486.83,104996.83,3467.27,93974.69,4066.71,10585.95,21026.65,94628.34,15934.98,10014.87,1
"TCGA-EL-A4K4-01A-11R-A250-07",0,0,0,375901.76,0,0,687022.54,535303.41,668235.84,459592.86,593956.43,0,115696.65,482442.34,400098.69,220434.95,363097.14,108699.57,22850.48,280957.98,0,218912.29,275175.93,31650.8,14.03,263966.36,139508.13,139508.13,22225.61,294926.33,120609.84,74760.09,135693.24,154794.07,37901.36,52863.07,24153.43,102.25,49322.93,79022.82,125731.67,55107.99,6.41,130.6,44761.41,8421.31,92040.7,88905.42,95949.32,0,77934.88,9279.58,102125.66,82378.63,84694.64,61999.83,17558.94,67846.12,69753.56,0,64632.75,44452.21,64.8,0,78476.96,44452.21,6935.54,64632.75,60304.42,7911.95,63742.91,30999.42,62865.33,73221.53,66449.85,66449.85,67377.47,92040.7,66449.85,48307.85,5292.48,60304.42,50709.61,60723.88,0,31650.8,0,46019.85,6121.9,50011.46,46986.85,33688.23,18052.61,68793.23,19754.96,9808.75,9474.59,66912.05,15180.22,25530.66,1
"TCGA-EL-A3D4-01A-11R-A19O-07",0,0,0,158046.64,0,198.47,194578.47,244588,151608.43,231394.29,248002.34,0,623486.02,184082.4,71219.26,125731.67,98646.85,86474.27,65535,292889.12,0,123144.13,22850.48,32994.92,37.32,133825.1,93325.55,79572.48,4937.99,253213.41,121448.75,23169.48,125731.67,81244.48,102125.66,31215.04,5255.91,19892.37,70727.3,61146.25,119776.72,1199.98,1.1,6983.79,16269.83,35363.15,87681.42,102125.66,90773.53,0,1268.46,13776.25,89523.81,82951.62,75803.72,39510.91,126606.21,69271.73,72213.45,0,28328.16,95286.54,1781.89,0,58655.36,15180.22,9540.5,57847.82,53601.03,76861.91,70238.75,30361.44,52863.07,45701.96,59474.18,63742.91,54727.32,57847.82,52135.28,59887.86,1923.14,35609.13,33455.53,65082.31,26067.14,25708.25,0,50359.33,3303,50709.61,55107.99,51062.33,20593.91,57847.82,5292.48,27363.16,19892.37,48982.22,10225.32,18560.17,1
"TCGA-BJ-A0ZF-01A-11R-A10U-07",0,0,0,218912.29,0,1369.04,185362.8,263966.36,174152.51,290865.98,288856.81,0,569761.05,237899.7,100719.65,133825.1,132900.7,102125.66,91404.92,26248.46,0,101420.22,5672.41,39510.91,0,78476.96,117311.73,17927.91,1794.29,218912.29,37121.34,24660.96,131071,51062.33,53230.77,160252.91,5954.47,134755.94,41763.8,38164.99,132900.7,6250.56,84.63,6294.04,9088.59,5255.91,93325.55,91404.92,103551.29,0,2335.28,928.3,94628.34,97288.74,65990.84,44452.21,3443.31,95286.54,116501.39,0,18689.27,105727.15,4419.52,108.14,81809.59,2485.67,1417.35,67377.47,71714.63,40621.74,87681.42,13033.07,85876.94,89523.81,74243.68,75803.72,55107.99,34396.12,77396.54,85876.94,915.51,52497.92,38697.77,60304.42,33.06,40621.74,0,60723.88,26.67,51775.15,70727.3,67846.12,6121.9,53230.77,5995.9,33224.42,31432.17,64186.29,9279.58,5292.48,1
"TCGA-BJ-A2NA-01A-12R-A19O-07",0,0,0,524287,0,0,363097.14,558035.51,365622.68,489177,443937.41,0,233003.78,417089.23,322736.12,241220.67,251464.33,165904.25,214407.12,258533.99,0,355624.68,197294.7,142439.51,4.39,201440.3,184082.4,167058.21,2287.2,286861.53,131071,50011.46,119776.72,75803.72,46339.95,59063.35,1781.89,1096.5,84694.64,82378.63,140478.49,26431.04,231.32,1617,55877.28,51062.33,81809.59,95949.32,91404.92,0,27174.14,497,93974.69,80683.28,79572.48,44145.15,9673.69,82378.63,83528.61,0,23330.64,50709.61,182.55,0,54727.32,29124.6,567.1,66912.05,63742.91,6699.25,69753.56,44761.41,63302.6,78476.96,65082.31,51062.33,57448.23,59887.86,61999.83,38697.77,1242.34,35363.15,38697.77,53601.03,2895.31,31432.17,0,59063.35,4066.71,48643.87,61999.83,54349.29,10585.95,60723.88,9876.98,15934.98,16727.26,58655.36,22225.61,39237.98,1
"TCGA-EL-A3ZS-01A-12R-A23N-07",0,0,0,208544.12,0,0,443937.41,365622.68,229795.93,254974.66,244588,0,204252.32,195931.88,145432.49,117311.73,147462.67,68318.04,61146.25,239554.43,47.17,363097.14,85283.74,34158.52,0,92040.7,76861.91,69271.73,4575.41,200048.85,133825.1,90146.51,154794.07,59887.86,37639.55,70238.75,4181.07,1709.26,47313.67,95286.54,101420.22,21768.19,10.39,13586.57,59474.18,35856.82,81244.48,87681.42,87681.42,22.1,14163.58,1135.2,83528.61,75803.72,76330.98,57051.4,21026.65,73221.53,74760.09,0,34876.28,53973.86,2434.5,0,60723.88,19482.97,808,58655.36,58655.36,12943.04,77396.54,34876.28,62865.33,59887.86,67846.12,58655.36,56657.31,58250.19,62431.08,33455.53,1529.73,47974.16,39785.74,63742.91,17.13,27745.15,0,52497.92,1216.75,46019.85,55107.99,51062.33,8658.09,57847.82,21617.82,18560.17,19618.49,53230.77,41475.31,27174.14,1
"TCGA-H2-A3RH-01A-11R-A220-07",0,0,33.54,212926.09,0,13.03,520665.48,389157.95,236256.4,253213.41,214407.12,0,205673.01,234624.45,171754.88,132900.7,123144.13,67377.47,137587.47,171754.88,0,102125.66,4358.66,67846.12,110.43,81809.59,81809.59,57847.82,3716.2,121448.75,100023.92,21026.65,126606.21,63742.91,110983.6,84109.6,2255.7,3690.52,52135.28,44761.41,113315.62,466.88,5.23,4210.15,7485.11,23009.42,76330.98,82951.62,77934.88,0,1359.57,3589.58,74243.68,77396.54,50359.33,35856.82,24660.96,100023.92,80683.28,0,19618.49,54727.32,2209.26,0,68793.23,11424.74,2367.9,70238.75,51417.5,13776.25,68793.23,19754.96,74243.68,62431.08,60304.42,70238.75,52135.28,54349.29,59063.35,52497.92,1407.55,33688.23,42937.97,57448.23,0,15715.58,0,54727.32,368.65,57448.23,51775.15,52863.07,6652.97,54349.29,24660.96,23009.42,21172.91,61571.56,4869.99,27174.14,1
"TCGA-DE-A69J-01A-21R-A39I-07",0,0,0,31870.96,0,0,114897.47,131071,70727.3,124863.17,154794.07,0,72715.74,78476.96,69271.73,80125.95,54727.32,18052.61,3847.29,204252.32,0,251464.33,185362.8,7589.61,2.32,185362.8,176583.6,180294.02,2976.74,286861.53,137587.47,39510.91,135693.24,53973.86,35363.15,37379.55,2271.4,669.92,92040.7,94628.34,128373.58,32315.87,9.48,525.39,40341.14,42641.37,64186.29,88905.42,92680.9,0,55877.28,1639.59,92040.7,82951.62,73221.53,47974.16,14765.09,77396.54,83528.61,0,23656.34,30572.63,57.89,0,70238.75,41763.8,2417.67,65082.31,58250.19,6381.92,64632.75,41475.31,58655.36,64632.75,65535,57051.4,56657.31,66912.05,64186.29,38697.77,974.5,47642.77,56657.31,59887.86,13.62,19618.49,0,53973.86,11584.24,48982.22,37121.34,52497.92,7433.4,61146.25,12764.83,11504.21,10296.45,57051.4,22535.88,36106.23,1
"TCGA-EL-A3H8-01A-11R-A20F-07",0,0,0,172949.54,0,0,267651.2,209994.66,120609.84,158046.64,169390.27,0,244588,131982.68,89523.81,70727.3,73730.83,45701.96,48307.85,598087.73,0,167058.21,140478.49,33224.42,4.28,122293.5,110983.6,140478.49,6887.62,296977.71,85876.94,26067.14,120609.84,42937.97,41763.8,29531.18,3280.18,511,93325.55,65990.84,129266.49,27363.16,25.91,954.43,32767,50709.61,69271.73,82951.62,81244.48,0,36357.37,2384.37,87681.42,62865.33,72213.45,29327.18,25530.66,65535,83528.61,0,30999.42,45386.27,142.01,0,58250.19,34396.12,2915.45,67846.12,56265.94,7485.11,58655.36,17927.91,63742.91,66912.05,62431.08,45386.27,42937.97,54349.29,55107.99,26431.04,2090.03,44761.41,58250.19,50011.46,0,17078.76,0,47313.67,1721.16,46339.95,51417.5,53601.03,10154.69,56265.94,6561.36,12676.65,17437.64,52135.28,11584.24,33455.53,1
"TCGA-E8-A242-01A-21R-A16R-07",5.15,0,0,550352.86,0,0,741454.2,811368.76,542775.98,539026.74,581732.96,0,117311.73,668235.84,360589.03,292889.12,294926.33,179048.63,320506.81,221968.2,0,405683.88,375901.76,145432.49,14.78,313910.86,239554.43,149521.18,5183.54,260332.24,159145.95,116501.39,153724.82,85876.94,34876.28,68318.04,2224.63,830.75,91404.92,114103.8,143430.26,95286.54,26.1,201.25,53601.03,65535,93325.55,103551.29,104271.56,0,44145.15,2351.53,100719.65,91404.92,90146.51,64186.29,4704.07,76330.98,81244.48,0,25179.16,59474.18,137.14,0,77934.88,41475.31,2855.44,67377.47,61999.83,13872.08,77934.88,55107.99,56657.31,71219.26,77396.54,77396.54,62865.33,74243.68,71219.26,54727.32,1709.26,51775.15,55491.3,57448.23,29.27,38697.77,0,59063.35,17197.56,49666,53230.77,50011.46,12244.81,62865.33,15824.9,11992.79,12853.63,61146.25,21919.61,24321.43,1
"TCGA-E3-A3DY-01A-11R-A20F-07",0,0,0,195931.88,0,0,313910.86,305326.92,153724.82,208544.12,236256.4,0,260332.24,189257.69,97288.74,90146.51,118127.7,61999.83,22072.07,389157.95,0,313910.86,161367.56,15499.21,0,147462.67,86474.27,185362.8,4095,292889.12,96616.71,56265.94,104996.83,61146.25,49666,12853.63,1685.71,373.81,79022.82,76330.98,120609.84,2816.11,18.03,251.48,43537.38,55107.99,63302.6,78476.96,74243.68,0,29531.18,271.48,75280.1,62431.08,69753.56,36106.23,32092.64,60723.88,74243.68,0,21468.49,43537.38,125.24,0,57051.4,32767,224.97,56657.31,51417.5,8421.31,56265.94,28328.16,60723.88,63742.91,59474.18,37901.36,34635.37,53973.86,57847.82,24153.43,1081.39,37379.55,40062.48,52497.92,32540.65,18950.18,0,46019.85,13968.57,40904.3,54727.32,54349.29,5872.48,51775.15,8305.36,14361.31,13681.08,42937.97,19348.38,26800.01,1
"TCGA-DJ-A1QI-01A-11R-A14Y-07",0,0,0,88905.42,0,0,175363.84,152662.96,90146.51,135693.24,129266.49,0,176583.6,117311.73,77934.88,64632.75,52863.07,26067.14,33922.56,391864.76,0,152662.96,170568.48,28328.16,0,82951.62,113315.62,104996.83,4095,277089.94,89523.81,26800.01,80125.95,46986.85,30999.42,35118.87,2502.97,363.56,75280.1,65990.84,116501.39,3614.55,563.18,118.43,23169.48,50709.61,67377.47,76330.98,68793.23,0,17197.56,273.37,72213.45,55877.28,54349.29,30151.71,34635.37,54349.29,72715.74,0,23656.34,46986.85,127,0,44761.41,35363.15,256.78,50359.33,39237.98,4038.61,45386.27,20593.91,54727.32,67846.12,50011.46,46662.28,41763.8,50359.33,39785.74,31432.17,1628.26,33224.42,48982.22,40904.3,0,19482.97,0,37121.34,559.28,40904.3,43840.21,50011.46,28923.41,47974.16,14971.21,12160.22,12244.81,41475.31,10084.54,33922.56,1
"TCGA-EM-A3FP-01A-11R-A21D-07",0,0,0,736332.6,0,0,778316.89,706337.4,561916.97,459592.86,602247.76,0,598087.73,499455.67,360589.03,318292.9,296977.71,229795.93,262143,80125.95,8.45,169390.27,5255.91,168220.2,4.58,151608.43,39785.74,115696.65,2075.59,160252.91,69753.56,66449.85,55107.99,110216.97,100023.92,64186.29,961.07,8191,75803.72,38966.94,113315.62,406.31,0.48,42937.97,36357.37,9344.14,66449.85,67377.47,71714.63,0,371.22,1159.07,61571.56,57847.82,53601.03,45072.75,46019.85,44145.15,57448.23,0,33455.53,56265.94,10154.69,0,55107.99,4481.23,2133.97,38697.77,43840.21,8134.41,53601.03,21768.19,52863.07,53601.03,29531.18,55877.28,35363.15,48643.87,45701.96,92040.7,693.58,22692.63,28525.2,43537.38,16.39,25887.07,0,43537.38,470.14,51062.33,42346.82,38430.46,4328.55,42937.97,19082,59063.35,32994.92,27363.16,11504.21,10225.32,1
"TCGA-FY-A4B0-01A-21R-A23W-07",0,16.75,0,228208.61,0,0,345900.08,375901.76,348306.01,336441.4,251464.33,24.28,358098.26,171754.88,212926.09,115696.65,115696.65,81244.48,58250.19,44452.21,0,82378.63,16269.83,41475.31,11.13,348306.01,47642.77,95286.54,6561.36,62865.33,36106.23,58655.36,54349.29,83528.61,36610.26,44145.15,6471.02,1044.52,18178.19,32994.92,31432.17,780.44,1388.16,79022.82,11267.44,4066.71,31650.8,36864.92,49322.93,0,624.99,339.14,37639.55,32315.87,32315.87,43840.21,8134.41,31650.8,37639.55,0,30785.28,15715.58,2193.99,0,35609.13,2075.59,205.5,16269.83,24321.43,3716.2,32767,10225.32,23986.58,29124.6,24321.43,23169.48,24490.61,45072.75,23986.58,97965.44,536.45,11992.79,11584.24,24321.43,6840.04,43840.21,0,21617.82,361.04,19618.49,22225.61,20451.65,3564.78,19754.96,3665.02,26986.43,42937.97,28328.16,4512.4,5995.9,1
"TCGA-FY-A4B3-01A-11R-A23W-07",0,0,0,132900.7,0,0,253213.41,309589.14,177811.84,233003.78,191899.64,0,114897.47,221968.2,93974.69,87681.42,99333,47642.77,29531.18,284880.02,10.88,130165.62,143430.26,21468.49,18.97,88905.42,118127.7,88291.3,48307.85,249727.34,110216.97,18560.17,145432.49,57448.23,47313.67,62431.08,65082.31,819.3,46019.85,89523.81,133825.1,50359.33,4.66,5147.73,18178.19,36357.37,72213.45,77396.54,89523.81,0,27938.14,529.06,92680.9,81809.59,68318.04,47313.67,17558.94,72715.74,82951.62,0,43840.21,53230.77,275.28,0,63742.91,32994.92,387.02,61999.83,60304.42,4736.79,62431.08,15715.58,64186.29,71714.63,61999.83,54349.29,52497.92,63302.6,56265.94,36864.92,18304.63,42346.82,38966.94,54349.29,27938.14,38164.99,0,44452.21,1950,46662.28,53601.03,56265.94,12415.75,55877.28,19082,16157.44,19754.96,54349.29,7589.61,28525.2,1
"TCGA-EM-A1YD-01A-11R-A14Y-07",0,0,0,322736.12,0,0,502929.67,554180.87,353168.2,327241.36,489177,0,668235.84,318292.9,207103.59,256748.15,275175.93,185362.8,108699.57,30785.28,0,105727.15,7230.1,70727.3,4.54,53230.77,15285.81,32092.64,2956.17,149521.18,40621.74,21617.82,54349.29,29531.18,63742.91,92040.7,2682.69,44145.15,11827.67,22225.61,75280.1,371.22,11.73,66912.05,18560.17,7180.15,38697.77,39510.91,67846.12,0,289.02,12589.08,36864.92,34635.37,34396.12,64186.29,2935.74,35118.87,40621.74,0,43236.64,36357.37,6516.03,0,34635.37,981.29,7331.05,20170.07,23330.64,37121.34,33922.56,13215.02,38430.46,34876.28,41188.81,19482.97,17927.91,55107.99,28723.62,36864.92,1857.6,19892.37,19754.96,30785.28,16.27,29943.43,0,22225.61,190.34,19482.97,33688.23,34876.28,2664.15,32315.87,2855.44,33455.53,45386.27,26800.01,13306.94,5076.84,1
"TCGA-EM-A4FK-01A-11R-A250-07",0,0,0,2163.77,0,0,15075.35,15499.21,6840.04,10883.59,12160.22,0,721179.07,11504.21,5366.37,7280.4,8778.97,4450.27,1304.15,9540.5,0,84109.6,6745.86,1477.58,0,294926.33,18950.18,191899.64,1662.49,180294.02,21172.91,8963.45,100023.92,62431.08,193234.41,88291.3,483.38,224.97,21172.91,17078.76,113315.62,38.95,6.52,37379.55,9876.98,1143.1,53601.03,84694.64,73221.53,0,84.63,3325.99,80683.28,66912.05,56265.94,37121.34,1417.35,65535,61146.25,0,21026.65,46986.85,1857.6,0,51775.15,195.72,3103.19,47974.16,50709.61,11664.82,54727.32,11267.44,55491.3,58250.19,57448.23,32092.64,46019.85,72715.74,50359.33,57051.4,679.29,44761.41,30151.71,45072.75,0,16045.82,0,41763.8,6.01,36864.92,42346.82,42641.37,819.3,47313.67,775.05,24153.43,21026.65,50359.33,6840.04,7032.37,1
"TCGA-BJ-A0YZ-01A-11R-A10U-07",0,0,0,701458.36,0,0,550352.86,573724.06,443937.41,496005.67,558035.51,0,499455.67,422911.59,397335,324980.94,422911.59,341137.96,191899.64,16727.26,0,97965.44,8778.97,146444.06,0,77396.54,90146.51,31870.96,2796.65,171754.88,42346.82,23330.64,84694.64,40341.14,61571.56,114103.8,3124.78,90773.53,63302.6,43236.64,93974.69,209.84,291.04,9740.98,10883.59,6699.25,70727.3,75280.1,66449.85,0,2645.74,318.57,65535,67377.47,47974.16,62431.08,4937.99,73730.83,81809.59,0,43537.38,61999.83,1781.89,1388.16,79572.48,1059.11,277.2,51062.33,50359.33,17927.91,65535,13306.94,68793.23,66449.85,52497.92,53973.86,55491.3,36864.92,61146.25,92680.9,493.56,48307.85,18560.17,42346.82,21919.61,32092.64,2.18,42346.82,142.01,43537.38,46339.95,43537.38,3419.52,48982.22,4181.07,32540.65,35856.82,61999.83,11664.82,7280.4,1
"TCGA-E3-A3E1-01A-11R-A20F-07",0,0,0,450134.56,0,0,489177,492579.5,280957.98,353168.2,383800.28,0,277089.94,218912.29,191899.64,139508.13,225066.78,144427.91,114103.8,195931.88,0,253213.41,139508.13,50709.61,4.35,267651.2,135693.24,135693.24,1857.6,313910.86,117311.73,52135.28,150561.19,110983.6,70727.3,74243.68,2061.24,1540.37,73730.83,85283.74,190574.09,17804.06,135.24,5329.3,32540.65,43840.21,103551.29,121448.75,104271.56,0,48307.85,1183.45,110983.6,93974.69,101420.22,47642.77,14461.21,92040.7,100023.92,0,15824.9,44761.41,2976.74,0,100719.65,32315.87,884.29,80683.28,85283.74,6745.86,81244.48,36357.37,85283.74,91404.92,86474.27,63302.6,62865.33,69271.73,84694.64,38966.94,1030.12,60723.88,73221.53,79572.48,11.04,23330.64,0,65535,16157.44,63302.6,70238.75,72715.74,6699.25,79022.82,6699.25,18052.61,19482.97,73221.53,14663.09,36106.23,1
"TCGA-DJ-A13U-01A-11R-A10U-07",0,0,0,419990.32,0,0,706337.4,817012.28,363097.14,614902.29,524287,0,286861.53,176583.6,303217.87,383800.28,539026.74,322736.12,95949.32,184082.4,0,271387.49,64186.29,73730.83,0,177811.84,82951.62,146444.06,6516.03,360589.03,46662.28,64186.29,212926.09,53601.03,75280.1,37121.34,5041.77,1369.04,64632.75,45701.96,148488.36,6792.79,5.5,4239.45,52135.28,21172.91,96616.71,106462.55,110983.6,0,45701.96,228.13,112532.89,100719.65,76861.91,38430.46,1313.23,102125.66,85876.94,0,17681.08,35856.82,63,0,88905.42,20881.4,236.21,73221.53,71714.63,13399.51,79572.48,30999.42,77396.54,89523.81,86474.27,54349.29,52135.28,73221.53,61571.56,37379.55,1407.55,64632.75,42054.3,74243.68,46019.85,23169.48,0,52135.28,25530.66,47313.67,58655.36,64632.75,2816.11,69271.73,5954.47,12502.12,12943.04,77396.54,26986.43,18431.96,1
